Trichoplax sp. H2,NA,287889
Ciona intestinalis,vase tunicate,7719
Sclerurus mexicanus,tawny-throated leaftosser,265632
Pedionomus torquatus,plains-wanderer,227192
Trichoplax adhaerens,NA,10228
Spheniscus demersus,jackass penguin,92683
Eudyptes filholi,Southern rockhopper penguin,1419345
Campylorhamphus procurvoides,NA,190295
Eudyptes moseleyi,Northern rockhopper penguin,2495534
Strongylocentrotus purpuratus,purple sea urchin,7668
Ptilonorhynchus violaceus,satin bowerbird,28724
Nicator chloris,NA,237433
Biomphalaria glabrata,NA,6526
Burhinus bistriatus,NA,240201
Arenaria interpres,ruddy turnstone,54971
Glaucidium brasilianum,ferruginous pygmy-owl,78217
Crassostrea gigas,Pacific oyster,29159
Rostratula benghalensis,greater painted-snipe,118793
Tachuris rubrigastra,NA,495162
Hemiprocne comata,NA,243314
Mizuhopecten yessoensis,Yesso scallop,6573
Tyrannus savana,Fork-tailed flycatcher,137541
Eudyptes chrysolophus,Macaroni penguin,79627
Megadyptes antipodes antipodes,NA,2517240
Crassostrea virginica,eastern oyster,6565
Brachypteracias leptosomus,short-legged ground-roller,135165
Emberiza fucata,NA,337179
Steatornis caripensis,oilbird,48435
Sitta europaea,wood nuthatch,50251
Bambusicola thoracicus,Chinese bamboo-partridge,9083
Erpornis zantholeuca,NA,1112836
Syrrhaptes paradoxus,Pallas's sandgrouse,302527
Illadopsis cleaveri,blackcap illadopsis,201329
Pachycephala philippinensis,yellow-belllied whistler,449367
Eudyptes pachyrhynchus,Fiordland penguin,37080
Eudyptula albosignata,White-flippered penguin,345258
Phaetusa simplex,large-billed tern,297813
Eolophus roseicapillus,galah,176039
Tichodroma muraria,NA,237442
Penaeus vannamei,Pacific white shrimp,6689
Atlantisia rogersi,Inaccessible Island rail,2478892
Grantiella picta,NA,266360
Brachionus plicatilis,NA,10195
Bugula neritina,NA,10212
Dendronephthya gigantea,NA,151771
Aplysia californica,California sea hare,6500
Chordeiles acutipennis,lesser nighthawk,118183
Xiphorhynchus elegans,elegant woodcreeper,269412
Orussus abietinus,NA,222816
Bos indicus x Bos taurus,hybrid cattle,30522
Corythaeola cristata,great blue turaco,103954
Limulus polyphemus,Atlantic horseshoe crab,6850
Oxylabes madagascariensis,white-throated Oxylabes,98144
Elysia chlorotica,eastern emerald elysia,188477
Agrilus planipennis,emerald ash borer,224129
Calyptomena viridis,green broadbill,135972
Octopus bimaculoides,NA,37653
Neodiprion lecontei,redheaded pine sawfly,441921
Asterias rubens,European starfish,7604
Odontomachus brunneus,NA,486640
Acanthaster planci,crown-of-thorns starfish,133434
Styela clava,NA,7725
Octopus sinensis,East Asian common octopus,2607531
Rhynchophorus ferrugineus,red palm weevil,354439
Trichogramma pretiosum,NA,7493
Mytilus galloprovincialis,Mediterranean mussel,29158
Pomacea canaliculata,NA,400727
Odontophorus gujanensis,marbled wood quail,886794
Dermatophagoides pteronyssinus,European house dust mite,6956
Osmia bicornis bicornis,NA,1437191
Argiope bruennichi,NA,94029
Ceratina calcarata,NA,156304
Apostichopus japonicus,Japanese sea cucumber,307972
Sarcoptes scabiei,NA,52283
Nomia melanderi,Alkali bee,2448451
Chelonus insularis,NA,460826
Priapulus caudatus,NA,37621
Phallusia mammillata,NA,59560
Leptinotarsa decemlineata,Colorado potato beetle,7539
Sepia pharaonis,NA,158019
Centruroides sculpturatus,bark scorpion,218467
Fopius arisanus,NA,64838
Ceratosolen solmsi marchali,NA,326594
Ceriantheomorphe brasiliensis,NA,1048506
Linepithema humile,Argentine ant,83485
Osmia lignaria,orchard mason bee,473952
Capitella teleta,NA,283909
Diachasma alloeum,NA,454923
Megachile rotundata,alfalfa leafcutting bee,143995
Aethina tumida,small hive beetle,116153
Trichomalopsis sarcophagae,NA,543379
Copidosoma floridanum,NA,29053
Microplitis demolitor,NA,69319
Arctia plantaginis,NA,874455
Dimorphilus gyrociliatus,NA,2664684
Saccoglossus kowalevskii,NA,10224
Euroglyphus maynei,NA,6958
Amphibalanus amphitrite,NA,1232801
Vollenhovia emeryi,NA,411798
Athalia rosae,coleseed sawfly,37344
Dufourea novaeangliae,NA,178035
Gulo gulo,wolverine,48420
Nasonia vitripennis,jewel wasp,7425
Oppiella nova,NA,334625
Vespula vulgaris,NA,7454
Ooceraea biroi,clonal raider ant,2015173
Araneus ventricosus,NA,182803
Belonocnema treatae,NA,1159321
Vespula pensylvanica,western yellowjacket,30213
Parasteatoda tepidariorum,common house spider,114398
Hydra vulgaris,swiftwater hydra,6087
Frieseomelitta varia,NA,561572
Oryctes borbonicus,NA,1629725
Pollicipes pollicipes,NA,41117
Vespula germanica,NA,30212
Acromyrmex echinatior,Panamanian leafcutter ant,103372
Tribolium castaneum,red flour beetle,7070
Daphnia pulex,common water flea,6669
Trachymyrmex septentrionalis,NA,34720
Cotesia congregata,NA,51543
Formica exsecta,NA,72781
Trachymyrmex cornetzi,NA,471704
Anopheles gambiae str. PEST,NA,180454
Solenopsis invicta,red fire ant,13686
Polistes canadensis,NA,91411
Trachymyrmex zeteki,NA,64791
Plutella xylostella,diamondback moth,51655
Megalopta genalis,NA,115081
Harpegnathos saltator,Jerdon's jumping ant,610380
Atta colombica,NA,520822
Halyomorpha halys,brown marmorated stink bug,286706
Atta cephalotes,NA,12957
Dinoponera quadriceps,NA,609295
Tenebrio molitor,yellow mealworm,7067
Balaenoptera physalus,Fin whale,9770
Macrostomum lignano,NA,282301
Melipona quadrifasciata,NA,166423
Apis cerana,Asiatic honeybee,7461
Bombus impatiens,common eastern bumble bee,132113
Bombus vosnesenskii,NA,207650
Sitophilus oryzae,rice weevil,7048
Bombus vancouverensis nearcticus,NA,2705178
Camponotus floridanus,Florida carpenter ant,104421
Anopheles darlingi,NA,43151
Stegodyphus mimosarum,NA,407821
Bombus terrestris,buff-tailed bumblebee,30195
Eschrichtius robustus,grey whale,9764
Varroa destructor,honeybee mite,109461
Varroa jacobsoni,NA,62625
Anopheles sinensis,NA,74873
Apis florea,little honeybee,7463
Diceros bicornis minor,NA,77932
Monomorium pharaonis,pharaoh ant,307658
Pseudomyrmex gracilis,NA,219809
Vespa mandarinia,Asian giant hornet,7446
Anopheles albimanus,NA,7167
Eufriesea mexicana,NA,516756
Amyelois transitella,NA,680683
Apis dorsata,giant honeybee,7462
Polistes dominula,European paper wasp,743375
Apis mellifera,honey bee,7460
Frankliniella occidentalis,western flower thrips,133901
Pogonomyrmex barbatus,red harvester ant,144034
Cephus cinctus,wheat stem sawfly,211228
Stegodyphus dumicola,NA,202533
Temnothorax longispinosus,NA,300112
Medioppia subpectinata,NA,1979941
Cimex lectularius,bed bug,79782
Nicrophorus vespilloides,NA,110193
Scopus umbretta,hamerkop,33581
Lasius niger,NA,67767
Temnothorax curvispinosus,NA,300111
Eudyptes chrysocome,Rockhopper penguin,79626
Asbolus verrucosus,NA,1661398
Wasmannia auropunctata,little fire ant,64793
Penaeus monodon,black tiger shrimp,6687
Eumetopias jubatus,Steller sea lion,34886
Habropoda laboriosa,NA,597456
Thrips palmi,NA,161013
Corapipo altera,White-ruffed manakin,415028
Cyphomyrmex costatus,NA,456900
Tyto alba,Barn owl,56313
Folsomia candida,NA,158441
Danaus plexippus plexippus,NA,278856
Nylanderia fulva,NA,613905
Daphnia magna,NA,35525
Hyposmocoma kahamanoa,NA,1477025
Lamprigera yunnana,NA,370605
Flavobacteriales bacterium,NA,2021391
Nilaparvata lugens,brown planthopper,108931
Ostrinia furnacalis,Asian corn borer,93504
Spodoptera frugiperda,fall armyworm,7108
Trichoplusia ni,cabbage looper,7111
Apis cerana cerana,NA,94128
Tityus serrulatus,Brazilian scorpion,6887
Spodoptera litura,NA,69820
Cryptotermes secundus,NA,105785
Manduca sexta,tobacco hornworm,7130
Laodelphax striatellus,small brown planthopper,195883
Trinorchestia longiramus,NA,1923959
Coptotermes formosanus,Formosan subterranean termite,36987
Diabrotica virgifera virgifera,western corn rootworm,50390
Pachycerianthus maua,NA,2736681
Anopheles stephensi,Asian malaria mosquito,30069
Eudyptes robustus,Snares penguin,345251
Helicoverpa armigera,cotton bollworm,29058
Leptidea sinapis,NA,189913
Papilio xuthus,Asian swallowtail,66420
Bemisia tabaci,NA,7038
Maniola hyperantus,ringlet,2795564
Bombyx mandarina,wild silkworm,7092
Bombyx mori,domestic silkworm,7091
Ephemera danica,NA,1049336
Eumeta japonica,NA,151549
Anhinga rufa,African darter,317792
Callosobruchus maculatus,cowpea weevil,64391
Spodoptera exigua,beet armyworm,7107
Cryomorphaceae bacterium S-15,NA,2692424
Photinus pyralis,common eastern firefly,7054
Culex quinquefasciatus,southern house mosquito,7176
Anoplophora glabripennis,Asian longhorned beetle,217634
Portunus trituberculatus,swimming crab,210409
Pieris rapae,cabbage white,64459
Planctomycetes bacterium,NA,2026780
Bacteroidetes bacterium,NA,1898104
Todarodes pacificus,Japanese flying squid,6637
Cloeon dipterum,NA,197152
Hyalella azteca,NA,294128
Chilo suppressalis,striped riceborer,168631
Darwinula stevensoni,NA,69355
Diaphorina citri,Asian citrus psyllid,121845
Apolygus lucorum,NA,248454
Clunio marinus,NA,568069
Zerene cesonia,dogface butterfly,33412
Emiliania huxleyi CCMP1516,NA,280463
Dendroctonus ponderosae,mountain pine beetle,77166
Eurytemora affinis,NA,88015
Aedes albopictus,Asian tiger mosquito,7160
Ixodes scapularis,black-legged tick,6945
Cinara cedri,NA,506608
Sipha flava,yellow sugarcane aphid,143950
Tetranychus urticae,two-spotted spider mite,32264
Ignelater luminosus,NA,2038154
Ramazzottius varieornatus,NA,947166
Cyprideis torosa,NA,163714
Onthophagus taurus,NA,166361
Pediculus humanus corporis,human body louse,121224
Hypsibius dujardini,NA,232323
Heliothis virescens,tobacco budworm,7102
Aedes aegypti,yellow fever mosquito,7159
Vanessa tameamea,NA,334116
Leptotrombidium deliense,NA,299467
Blattella germanica,German cockroach,6973
Helobdella robusta,NA,6412
Owenweeksia sp.,NA,2024847
Cryomorphaceae bacterium,NA,1898111
Bradysia coprophila,NA,38358
Dermacentor silvarum,NA,543639
Heterololigo bleekeri,Bleeker's squid,1423826
Lepeophtheirus salmonis,salmon louse,72036
Crocinitomicaceae bacterium,NA,2026728
Ctenocephalides felis,cat flea,7515
Rhipicephalus sanguineus,brown dog tick,34632
Pachycerianthus borealis,NA,2736680
Neodrepanis coruscans,wattled asity,254563
Caldithrix abyssi,NA,187145
Symbiodinium microadriaticum,NA,2951
Todus mexicanus,puerto rican tody,135184
Marinilabiliales bacterium,NA,2053303
Dinothrombium tinctorium,NA,1965070
Tigriopus californicus,NA,6832
Castor fiber,Eurasian beaver,10185
Tropilaelaps mercedesae,NA,418985
Flavobacteriia bacterium,NA,2044941
Nymphon striatum,NA,424472
